date,state,latitude,longitude,state_area_km2,region,national_share_percentage,consumption_mega_units,thermal_actual_mega_units,thermal_estimated_mega_units,nuclear_actual_mega_units,nuclear_estimated_mega_units,hydro_actual_mega_units,hydro_estimated_mega_units,total_generation_actual_mega_units,total_generation_estimated_mega_units,power_supplier
2018-09-12,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,608.0,649.45,46.83,21.29,95.33,109.39,750.1600000000001,780.13,Adani Power
2018-09-12,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,665.65,608.03,26.33,28.67,257.18,320.42,949.1600000000001,957.1199999999999,Reliance Power
2018-09-12,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,431.25,431.75,0.0,0.0,79.0,94.98,510.25,526.73,SJVN Ltd
2018-09-13,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,431.25,440.92,0.0,0.0,79.0,90.88,510.25,531.8,Adani Green Energy Ltd
2018-09-13,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1154.26,1287.01,14.07,30.14,62.03,34.2,1230.36,1351.3500000000001,Reliance Power
2018-09-13,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,670.59,612.35,26.33,28.74,257.18,307.21,954.1000000000001,948.3,Tata Power
2018-09-13,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,32.14,0.0,0.0,31.18,29.63,61.4,61.769999999999996,Adani Green Energy Ltd
2018-09-13,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,616.72,632.67,46.83,21.71,95.33,91.11,758.8800000000001,745.49,Power Grid Corporation of India Ltd
2018-09-14,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,34.28,0.0,0.0,31.18,30.35,61.4,64.63,Adani Green Energy Ltd
2018-09-14,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,631.14,669.48,46.83,34.86,95.33,95.15,773.3000000000001,799.49,NLC India Limited
2018-09-14,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,449.66,439.14,0.0,0.0,79.0,91.68,528.6600000000001,530.8199999999999,NHPC Ltd
2018-09-14,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1156.38,1326.22,14.07,30.14,62.03,51.42,1232.48,1407.7800000000002,NHPC Ltd
2018-09-14,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,670.59,651.34,26.33,29.65,257.18,301.93,954.1000000000001,982.9200000000001,Adani Power
2018-09-15,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,631.14,680.96,46.83,37.93,95.33,106.0,773.3000000000001,824.89,NHPC Ltd
2018-09-15,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,449.66,439.53,0.0,0.0,79.0,93.84,528.6600000000001,533.37,Adani Green Energy Ltd
2018-09-15,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,667.38,681.46,26.33,29.63,257.18,283.36,950.8900000000001,994.45,NTPC Ltd
2018-09-15,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,32.37,0.0,0.0,31.18,30.69,61.4,63.06,Power Grid Corporation of India Ltd
2018-09-15,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1166.01,1328.39,14.07,30.12,62.03,56.73,1242.11,1415.24,Reliance Power
2018-09-16,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,31.13,0.0,0.0,31.18,29.5,61.4,60.629999999999995,JSW Energy
2018-09-16,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,631.14,640.53,46.83,37.69,95.33,93.52,773.3000000000001,771.74,Torrent Power
2018-09-16,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1168.74,1330.25,14.07,30.05,62.03,39.35,1244.84,1399.6499999999999,JSW Energy
2018-09-16,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,456.4,433.39,0.0,0.0,79.0,89.94,535.4,523.3299999999999,Adani Power
2018-09-16,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,667.38,726.81,26.33,29.73,257.18,255.44,950.8900000000001,1011.98,Reliance Power
2018-09-17,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,667.38,758.82,26.33,28.78,257.18,249.07,950.8900000000001,1036.67,JSW Energy
2018-09-17,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,631.14,611.05,46.83,36.94,95.33,93.57,773.3000000000001,741.56,Adani Green Energy Ltd
2018-09-17,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1168.74,1331.84,14.07,29.96,62.03,42.36,1244.84,1404.1599999999999,Torrent Power
2018-09-17,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,32.52,0.0,0.0,31.18,26.9,61.4,59.42,SJVN Ltd
2018-09-17,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,456.4,429.61,0.0,0.0,79.0,90.95,535.4,520.5600000000001,Power Grid Corporation of India Ltd
2018-09-18,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,666.5,776.69,26.33,28.77,257.18,238.26,950.01,1043.72,Torrent Power
2018-09-18,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1166.43,1346.55,14.07,28.23,62.03,44.76,1242.53,1419.54,NTPC Ltd
2018-09-18,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,32.25,0.0,0.0,31.18,26.34,61.4,58.59,Torrent Power
2018-09-18,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,456.4,440.48,0.0,0.0,79.0,93.44,535.4,533.9200000000001,NLC India Limited
2018-09-18,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,631.14,597.46,46.83,34.74,95.33,76.29,773.3000000000001,708.49,Tata Power
2018-09-19,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,666.5,775.72,26.33,29.72,257.18,242.8,950.01,1048.24,Reliance Power
2018-09-19,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1169.35,1348.95,14.07,27.86,62.03,40.72,1245.4499999999998,1417.53,SJVN Ltd
2018-09-19,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,456.4,443.39,0.0,0.0,79.0,93.54,535.4,536.93,Reliance Power
2018-09-19,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,631.14,620.16,46.83,33.47,95.33,87.21,773.3000000000001,740.84,Torrent Power
2018-09-19,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,28.4,0.0,0.0,31.18,24.29,61.4,52.69,Adani Power
2018-09-20,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,656.61,761.68,26.33,28.71,257.18,242.38,940.1200000000001,1032.77,Adani Power
2018-09-20,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1169.35,1336.26,14.07,29.56,62.03,39.39,1245.4499999999998,1405.21,JSW Energy
2018-09-20,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,26.57,0.0,0.0,31.18,23.08,61.4,49.65,Adani Power
2018-09-20,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,456.4,430.71,0.0,0.0,79.0,87.46,535.4,518.17,JSW Energy
2018-09-20,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,631.14,641.94,46.83,29.84,95.33,105.19,773.3000000000001,776.97,Tata Power
2018-09-21,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,456.4,386.48,0.0,0.0,79.0,87.19,535.4,473.67,NLC India Limited
2018-09-21,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1169.35,1294.6,14.07,29.75,62.03,26.24,1245.4499999999998,1350.59,Reliance Power
2018-09-21,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,631.54,609.09,46.83,21.35,95.33,87.94,773.7,718.3800000000001,Reliance Power
2018-09-21,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,27.1,0.0,0.0,31.18,23.37,61.4,50.47,Adani Green Energy Ltd
2018-09-21,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,656.61,725.84,26.33,29.71,257.18,246.37,940.1200000000001,1001.9200000000001,SJVN Ltd
2018-09-22,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,27.75,0.0,0.0,31.18,22.72,61.4,50.47,Adani Power
2018-09-22,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,656.61,546.35,26.33,29.8,257.18,258.63,940.1200000000001,834.78,Power Grid Corporation of India Ltd
2018-09-22,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1189.57,1174.42,14.07,30.85,62.03,33.31,1265.6699999999998,1238.58,NTPC Ltd
2018-09-22,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,630.87,607.72,46.83,21.33,95.33,105.9,773.0300000000001,734.95,NHPC Ltd
2018-09-22,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,456.4,402.19,0.0,0.0,79.0,90.41,535.4,492.6,SJVN Ltd
2018-09-23,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,657.49,459.46,26.33,29.86,257.18,285.03,941.0,774.3499999999999,Reliance Power
2018-09-23,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,641.37,628.28,46.83,21.33,95.33,97.0,783.5300000000001,746.61,NHPC Ltd
2018-09-23,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,27.51,0.0,0.0,31.18,22.96,61.4,50.47,Adani Power
2018-09-23,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1189.57,1121.92,14.07,32.1,62.03,57.7,1265.6699999999998,1211.72,JSW Energy
2018-09-23,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,456.4,412.32,0.0,0.0,79.0,97.01,535.4,509.33,NHPC Ltd
2018-09-24,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,641.37,669.62,46.83,21.26,95.33,107.18,783.5300000000001,798.06,Adani Green Energy Ltd
2018-09-24,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1189.57,1200.82,14.07,32.04,62.03,56.6,1265.6699999999998,1289.4599999999998,Torrent Power
2018-09-24,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,456.4,409.62,0.0,0.0,79.0,92.63,535.4,502.25,Torrent Power
2018-09-24,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,657.49,476.06,26.33,29.59,257.18,317.83,941.0,823.48,NTPC Ltd
2018-09-24,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,28.68,0.0,0.0,31.18,24.09,61.4,52.769999999999996,Power Grid Corporation of India Ltd
2018-09-25,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1192.31,1241.03,14.07,32.24,62.03,60.22,1268.4099999999999,1333.49,Adani Green Energy Ltd
2018-09-25,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,641.37,667.33,46.83,20.34,95.33,98.91,783.5300000000001,786.58,Tata Power
2018-09-25,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,27.49,0.0,0.0,31.18,27.15,61.4,54.64,JSW Energy
2018-09-25,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,661.99,535.65,26.33,30.07,257.18,297.54,945.5,863.26,NTPC Ltd
2018-09-25,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,462.23,411.31,0.0,0.0,79.0,91.72,541.23,503.03,NHPC Ltd
2018-09-26,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,28.84,0.0,0.0,31.18,25.74,61.4,54.58,Reliance Power
2018-09-26,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,641.37,652.26,46.83,25.47,95.33,96.63,783.5300000000001,774.36,NHPC Ltd
2018-09-26,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1213.93,1286.24,14.07,31.89,62.03,50.95,1290.03,1369.0800000000002,SJVN Ltd
2018-09-26,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,661.99,582.01,26.33,26.39,257.18,294.4,945.5,902.8,Adani Power
2018-09-26,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,462.23,423.29,0.0,0.0,79.0,86.24,541.23,509.53000000000003,Tata Power
2018-09-27,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,27.92,0.0,0.0,31.18,24.67,61.4,52.59,NLC India Limited
2018-09-27,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,641.37,644.39,46.83,31.76,95.33,95.98,783.5300000000001,772.13,Reliance Power
2018-09-27,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1213.93,1274.07,14.07,33.42,62.03,57.41,1290.03,1364.9,SJVN Ltd
2018-09-27,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,661.99,644.17,26.33,25.38,257.18,284.1,945.5,953.65,SJVN Ltd
2018-09-27,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,466.73,422.83,0.0,0.0,79.0,84.01,545.73,506.84,JSW Energy
2018-09-28,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,661.99,684.78,26.33,25.42,257.18,267.54,945.5,977.74,Reliance Power
2018-09-28,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,466.73,423.77,0.0,0.0,79.0,90.62,545.73,514.39,Tata Power
2018-09-28,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,641.37,664.65,46.83,31.34,95.33,94.73,783.5300000000001,790.72,Torrent Power
2018-09-28,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1213.93,1280.45,14.07,34.91,62.03,52.68,1290.03,1368.0400000000002,Adani Green Energy Ltd
2018-09-28,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,29.44,0.0,0.0,31.18,23.49,61.4,52.93,SJVN Ltd
2018-09-29,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1213.93,1289.91,14.07,34.83,62.03,44.01,1290.03,1368.75,Tata Power
2018-09-29,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,29.21,0.0,0.0,31.18,23.06,61.4,52.269999999999996,Adani Green Energy Ltd
2018-09-29,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,466.73,418.95,0.0,0.0,79.0,89.88,545.73,508.83,NTPC Ltd
2018-09-29,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,641.37,658.84,46.83,31.05,95.33,89.58,783.5300000000001,779.47,Reliance Power
2018-09-29,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,661.99,717.95,26.33,24.4,257.18,261.58,945.5,1003.9300000000001,Adani Green Energy Ltd
2018-09-30,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,641.37,638.37,46.83,31.07,95.33,92.04,783.5300000000001,761.48,Torrent Power
2018-09-30,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,467.79,397.99,0.0,0.0,79.0,87.53,546.79,485.52,Tata Power
2018-09-30,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1213.93,1256.4,14.07,35.26,62.03,49.78,1290.03,1341.44,Torrent Power
2018-09-30,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,30.22,28.98,0.0,0.0,31.18,21.61,61.4,50.59,Adani Green Energy Ltd
2018-09-30,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,661.99,709.58,26.33,25.44,257.18,256.07,945.5,991.0900000000001,Reliance Power
2018-10-01,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,409.69,0.0,0.0,55.26,81.87,541.1,491.56,SJVN Ltd
2018-10-01,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,632.48,615.65,46.77,30.99,74.8,102.26,754.05,748.9,Power Grid Corporation of India Ltd
2018-10-01,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,647.58,761.93,21.76,25.38,153.81,243.36,823.1500000000001,1030.67,NTPC Ltd
2018-10-01,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1221.79,1312.85,17.12,35.27,40.2,35.69,1279.11,1383.81,Adani Green Energy Ltd
2018-10-01,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,27.14,0.0,0.0,21.86,21.0,53.44,48.14,Power Grid Corporation of India Ltd
2018-10-02,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,647.58,755.16,21.76,28.97,153.81,238.66,823.1500000000001,1022.79,Adani Green Energy Ltd
2018-10-02,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,632.48,612.44,46.77,31.09,74.8,81.61,754.05,725.1400000000001,Power Grid Corporation of India Ltd
2018-10-02,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,414.87,0.0,0.0,55.26,83.32,541.1,498.19,NLC India Limited
2018-10-02,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1232.47,1283.34,17.12,35.48,40.2,36.96,1289.79,1355.78,Reliance Power
2018-10-02,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,29.06,0.0,0.0,21.86,20.35,53.44,49.41,Adani Power
2018-10-03,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1232.47,1325.1,17.12,35.33,40.2,36.38,1289.79,1396.81,NHPC Ltd
2018-10-03,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,29.26,0.0,0.0,21.86,21.54,53.44,50.8,NTPC Ltd
2018-10-03,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,428.21,0.0,0.0,55.26,89.56,541.1,517.77,SJVN Ltd
2018-10-03,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,628.48,633.93,68.74,30.74,74.8,102.74,772.02,767.41,Tata Power
2018-10-03,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,647.58,790.07,21.76,28.88,153.81,240.81,823.1500000000001,1059.76,Adani Power
2018-10-04,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,420.27,0.0,0.0,55.26,90.78,541.1,511.04999999999995,Power Grid Corporation of India Ltd
2018-10-04,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1232.47,1345.91,17.12,35.34,40.2,41.97,1289.79,1423.22,Reliance Power
2018-10-04,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,628.48,604.64,68.74,33.74,74.8,102.7,772.02,741.08,Adani Green Energy Ltd
2018-10-04,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,30.73,0.0,0.0,21.86,20.39,53.44,51.120000000000005,Torrent Power
2018-10-04,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,647.58,813.52,21.76,25.38,153.81,233.89,823.1500000000001,1072.79,Power Grid Corporation of India Ltd
2018-10-05,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1232.47,1330.33,17.12,22.17,40.2,38.67,1289.79,1391.17,Torrent Power
2018-10-05,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,628.48,621.6,68.74,34.65,74.8,95.98,772.02,752.23,Adani Power
2018-10-05,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,650.77,801.68,21.76,29.03,153.81,229.77,826.3399999999999,1060.48,JSW Energy
2018-10-05,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,418.07,0.0,0.0,55.26,94.16,541.1,512.23,Adani Green Energy Ltd
2018-10-05,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,30.84,0.0,0.0,21.86,19.32,53.44,50.16,NTPC Ltd
2018-10-06,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,30.35,0.0,0.0,21.86,19.52,53.44,49.870000000000005,Power Grid Corporation of India Ltd
2018-10-06,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,650.77,768.3,21.76,26.38,153.81,224.34,826.3399999999999,1019.02,JSW Energy
2018-10-06,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,427.52,0.0,0.0,55.26,93.8,541.1,521.3199999999999,Torrent Power
2018-10-06,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1232.47,1335.65,17.12,20.51,40.2,42.78,1289.79,1398.94,NLC India Limited
2018-10-06,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,632.56,615.93,68.74,35.62,74.8,99.0,776.0999999999999,750.55,NHPC Ltd
2018-10-07,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,30.26,0.0,0.0,21.86,18.63,53.44,48.89,SJVN Ltd
2018-10-07,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,632.56,608.78,68.74,34.88,74.8,84.85,776.0999999999999,728.51,Torrent Power
2018-10-07,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,650.77,742.31,21.76,26.43,153.81,218.76,826.3399999999999,987.4999999999999,Power Grid Corporation of India Ltd
2018-10-07,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,440.85,0.0,0.0,55.26,89.65,541.1,530.5,Reliance Power
2018-10-07,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1232.47,1319.45,17.12,18.41,40.2,40.21,1289.79,1378.0700000000002,Torrent Power
2018-10-08,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1246.64,1315.81,17.12,18.37,40.2,63.66,1303.96,1397.84,NLC India Limited
2018-10-08,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,467.98,0.0,0.0,55.26,85.83,541.1,553.8100000000001,NTPC Ltd
2018-10-08,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,650.77,775.52,21.76,30.11,153.81,209.2,826.3399999999999,1014.8299999999999,Reliance Power
2018-10-08,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,31.64,0.0,0.0,21.86,17.62,53.44,49.260000000000005,NLC India Limited
2018-10-08,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,632.56,638.85,68.74,34.85,74.8,109.66,776.0999999999999,783.36,NLC India Limited
2018-10-09,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,632.56,629.48,68.74,34.85,74.8,110.97,776.0999999999999,775.3000000000001,Power Grid Corporation of India Ltd
2018-10-09,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,653.12,772.09,21.76,30.11,153.81,203.79,828.69,1005.99,Adani Green Energy Ltd
2018-10-09,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1246.64,1318.28,17.12,18.37,40.2,68.15,1303.96,1404.8,Adani Power
2018-10-09,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,467.88,0.0,0.0,55.26,82.3,541.1,550.18,Torrent Power
2018-10-09,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,31.35,0.0,0.0,21.86,17.62,53.44,48.97,Tata Power
2018-10-10,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,485.95,0.0,0.0,55.26,75.28,541.1,561.23,Power Grid Corporation of India Ltd
2018-10-10,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,32.13,0.0,0.0,21.86,17.13,53.44,49.260000000000005,Power Grid Corporation of India Ltd
2018-10-10,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,632.56,618.37,68.74,34.89,74.8,115.78,776.0999999999999,769.04,Adani Green Energy Ltd
2018-10-10,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1246.64,1330.67,17.12,18.34,40.2,43.31,1303.96,1392.32,Tata Power
2018-10-10,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,653.12,802.3,21.76,29.93,153.81,207.83,828.69,1040.06,Reliance Power
2018-10-11,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,653.12,742.6,21.76,30.25,153.81,201.39,828.69,974.24,NHPC Ltd
2018-10-11,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,32.13,0.0,0.0,21.86,16.58,53.44,48.71,NLC India Limited
2018-10-11,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,637.18,608.11,68.74,34.84,74.8,104.73,780.7199999999999,747.6800000000001,NTPC Ltd
2018-10-11,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1246.64,1362.35,17.12,19.25,40.2,27.52,1303.96,1409.12,Adani Power
2018-10-11,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,451.91,0.0,0.0,55.26,67.25,541.1,519.1600000000001,Adani Power
2018-10-12,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1246.64,1361.24,17.12,29.57,40.2,23.75,1303.96,1414.56,NLC India Limited
2018-10-12,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,31.08,0.0,0.0,21.86,17.57,53.44,48.65,Tata Power
2018-10-12,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,485.84,447.86,0.0,0.0,55.26,64.59,541.1,512.45,NLC India Limited
2018-10-12,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,650.64,689.4,21.76,30.92,153.81,196.9,826.21,917.2199999999999,Power Grid Corporation of India Ltd
2018-10-12,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,637.78,635.39,68.74,35.0,74.8,128.36,781.3199999999999,798.75,Power Grid Corporation of India Ltd
2018-10-13,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,0.0,652.27,669.66,21.76,35.16,153.81,189.58,827.8399999999999,894.4,SJVN Ltd
2018-10-13,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,481.42,470.32,0.0,0.0,55.26,60.76,536.6800000000001,531.08,NTPC Ltd
2018-10-13,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,0.0,1250.27,1345.94,17.12,33.18,40.2,20.94,1307.59,1400.0600000000002,Reliance Power
2018-10-13,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,637.78,631.52,68.74,34.87,74.8,132.0,781.3199999999999,798.39,JSW Energy
2018-10-13,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,0.0,31.58,31.29,0.0,0.0,21.86,18.31,53.44,49.599999999999994,Torrent Power
2018-10-14,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,0.0,481.42,479.66,0.0,0.0,55.26,66.54,536.6800000000001,546.2,Reliance Power
2018-10-14,Telangana,18.1124,79.0193,112077.0,Southern,3.49,0.0,637.78,628.1,68.74,35.03,74.8,111.61,781.3199999999999,774.74,Adani Green Energy Ltd
