IOC_Value,IOC_Type,IsMalicious,ThreatName,Confidence,LastSeen
91.219.29.127,IP,true,LockbitC2,High,2025-09-12
91.219.29.128,IP,true,LockbitC2,High,2025-09-12
91.219.29.129,IP,true,LockbitC2,High,2025-09-12
91.219.29.130,IP,true,LockbitC2,High,2025-09-12
91.219.29.131,IP,true,LockbitC2,High,2025-09-12
91.219.29.132,IP,true,LockbitC2,High,2025-09-12
91.219.29.133,IP,true,LockbitC2,High,2025-09-12
91.219.29.134,IP,true,LockbitC2,High,2025-09-12
91.219.29.135,IP,true,LockbitC2,High,2025-09-12
91.219.29.136,IP,true,LockbitC2,High,2025-09-12
91.219.29.137,IP,true,LockbitC2,High,2025-09-12
91.219.29.138,IP,true,LockbitC2,High,2025-09-12
91.219.29.139,IP,true,LockbitC2,High,2025-09-12
91.219.29.140,IP,true,LockbitC2,High,2025-09-12
91.219.29.141,IP,true,LockbitC2,High,2025-09-12
91.219.29.142,IP,true,LockbitC2,High,2025-09-12
91.219.29.143,IP,true,LockbitC2,High,2025-09-12
91.219.29.144,IP,true,LockbitC2,High,2025-09-12
91.219.29.145,IP,true,LockbitC2,High,2025-09-12
91.219.29.146,IP,true,LockbitC2,High,2025-09-12
91.219.29.147,IP,true,LockbitC2,High,2025-09-12
91.219.29.148,IP,true,LockbitC2,High,2025-09-12
91.219.29.149,IP,true,LockbitC2,High,2025-09-12
91.219.29.150,IP,true,LockbitC2,High,2025-09-12
159.65.92.208,IP,false,KnownGood-DigitalOcean,Medium,2024-07-07
145.98.167.194,IP,false,Benign,Medium,2024-08-29
192.0.2.10,IP,false,Benign-Scanner,Medium,2024-09-01
192.0.2.11,IP,false,Benign-Scanner,Medium,2024-09-02
192.0.2.12,IP,false,Benign-Scanner,Medium,2024-09-03
192.0.2.13,IP,false,Benign-Scanner,Medium,2024-09-04
192.0.2.14,IP,false,Benign-Scanner,Medium,2024-09-05
192.0.2.15,IP,false,Benign-Scanner,Medium,2024-09-06
192.0.2.16,IP,false,Benign-Scanner,Medium,2024-09-07
192.0.2.17,IP,false,Benign-Scanner,Medium,2024-09-08
192.0.2.18,IP,false,Benign-Scanner,Medium,2024-09-09
192.0.2.19,IP,false,Benign-Scanner,Medium,2024-09-10
192.0.2.20,IP,false,Benign-Scanner,Medium,2024-09-11
138.68.167.100,IP,false,Benign-Scanner,Medium,2024-09-15
web-analytics-data.net,DOMAIN,false,Benign-Scanner,Medium,2024-09-16
ad-tracker-data.net,DOMAIN,false,Benign-Scanner,Medium,2024-09-17
ad-content-delivery.org,DOMAIN,false,Benign-Scanner,Medium,2024-09-18
suspicious-site-149.com,DOMAIN,false,Benign,Medium,2024-10-31
8.248.118.254,IP,false,Benign,Medium,2024-11-01
payload-drop-here.info,DOMAIN,true,Emotet,Medium,2025-08-17
get-your-prize-now.com,DOMAIN,true,Emotet,Medium,2025-08-19
shared-doc-collab.com,DOMAIN,true,Emotet,Medium,2025-08-20
secure-document-view.net,DOMAIN,true,Emotet,Medium,2025-08-20
email-quarantine-release.com,DOMAIN,true,Emotet,Medium,2025-08-21
f8121115b0580894582f3a4c0383d47f975877f2d6b38c0a8809117646540c4a,SHA256,true,RedLine Stealer,Medium,2025-08-22
data-miner-pool.net,DOMAIN,true,CoinMiner,Medium,2025-08-28
get-crypto-free.org,DOMAIN,true,CoinMiner,Medium,2025-08-28
crypto-pool-data.net,DOMAIN,true,CoinMiner,Medium,2025-08-28
xmr-pool-connect.net,DOMAIN,true,CoinMiner,Medium,2025-08-28
188.166.174.60,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.61,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.62,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.63,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.64,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.65,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.66,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.67,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.68,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.69,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.70,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.71,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.72,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.73,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.74,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.75,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.76,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.77,IP,true,CoinMiner,Medium,2025-08-29
crypto-wallet-sync.com,DOMAIN,true,CoinMiner,Medium,2025-08-29
188.166.174.78,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.79,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.80,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.81,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.82,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.83,IP,true,CoinMiner,Medium,2025-08-29
188.166.174.84,IP,true,CoinMiner,Medium,2025-08-29
185.125.190.22,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.23,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.24,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.25,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.26,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.27,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.28,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.29,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.30,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.31,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.32,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.33,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.34,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.35,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.36,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.37,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.38,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.39,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.40,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.41,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.42,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.43,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.44,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.45,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.46,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.47,IP,true,CoinMiner,Medium,2025-08-30
185.125.190.48,IP,true,CoinMiner,Medium,2025-08-30
crypto-reward-pool.com,DOMAIN,true,CoinMiner,Medium,2025-08-31
pool-miner-us.net,DOMAIN,true,CoinMiner,Medium,2025-08-31
data-collection-pool.org,DOMAIN,true,CoinMiner,Medium,2025-09-01
miner-connect-eu.com,DOMAIN,true,CoinMiner,Medium,2025-09-01
mining-cluster-42.com,DOMAIN,true,CoinMiner,Medium,2025-09-02
d9a9a5f7f3a06b0d9c4c4f3d2a7f5b8a6a6a4d3a1f9e6a1e2c8a7f7d4a0a9a8,SHA256,true,WizzySpiderDropper,Medium,2025-09-03
new-voice-message.net,DOMAIN,true,WizzySpiderDropper,Medium,2025-09-03
6a6a4d3a1f9e6a1e2c8a7f7d4a0a9a8d9a9a5f7f3a06b0d9c4c4f3d2a7f5b8a,SHA256,true,WizzySpiderDropper,Medium,2025-09-03
e2c8a7f7d4a0a9a8d9a9a5f7f3a06b0d9c4c4f3d2a7f5b8a6a6a4d3a1f9e6a1,SHA256,true,WizzySpiderDropper,Medium,2025-09-03
1e2c8a7f7d4a0a9a8d9a9a5f7f3a06b0d9c4c4f3d2a7f5b8a6a6a4d3a1f9e6a,SHA256,true,WizzySpiderDropper,Medium,2025-09-03
f3a06b0d9c4c4f3d2a7f5b8a6a6a4d3a1f9e6a1e2c8a7f7d4a0a9a8d9a9a5f7,SHA256,true,WizzySpiderDropper,Medium,2025-09-03
d2a7f5b8a6a6a4d3a1f9e6a1e2c8a7f7d4a0a9a8d9a9a5f7f3a06b0d9c4c4f3,SHA256,true,WizzySpiderDropper,Medium,2025-09-03
scanned-invoice-attach.org,DOMAIN,true,WizzySpiderDropper,Medium,2025-09-03
b8a6a6a4d3a1f9e6a1e2c8a7f7d4a0a9a8d9a9a5f7f3a06b0d9c4c4f3d2a7f5,SHA256,true,WizzySpiderDropper,Medium,2025-09-03
d9c4c4f3d2a7f5b8a6a6a4d3a1f9e6a1e2c8a7f7d4a0a9a8d9a9a5f7f3a06b0,SHA256,true,WizzySpiderDropper,Medium,2025-09-03
a1f9e6a1e2c8a7f7d4a0a9a8d9a9a5f7f3a06b0d9c4c4f3d2a7f5b8a6a6a4d3,SHA256,true,WizzySpiderDropper,Medium,2025-09-03
file-share-document.com,DOMAIN,true,WizzySpiderDropper,Medium,2025-09-04
sharepoint-docs-online.net,DOMAIN,true,WizzySpiderDropper,Medium,2025-09-04
203.0.113.55,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.57,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.58,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.59,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.60,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.61,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.62,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.63,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.64,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.65,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.66,IP,true,TorpigScanner,Medium,2025-09-13
203.0.113.67,IP,true,TorpigScanner,Medium,2025-09-13
103.28.121.5,IP,true,TorpigScanner,Medium,2025-09-14
203.0.113.56,IP,true,TorpigScanner,Medium,2025-09-14
